Row,Flag,Question,Answer,Category,Reason
3659,#redflag,"3.5.2.1.5 Intrusion Detection Systems and Monitoring Terms and ConditionsThe Contractor shall provide the design, configuration, implementation, and maintenance of the sensors and hardware that are re",,EMPTY,No answer content
3660,#yellowflag,1.01The contractor's solution shall comply with DOD standard DoD 5015.02 Electronic Records Management Software Applications Design Criteria Standard.(will need to have the prime build something) ,,EMPTY,No answer content
3661,#yellowflag,"1.02The contractor's solution shall comply with CFR Title 36, chapter XII, subchapter B, part 1236 for Electronic Records Management.(will need to have the prime build something)",,EMPTY,No answer content
3662,#redflag,1.03The contractor's solution shall comply with NIST Special Publication 500-267: A Profile for IPv6 in the U.S. Government ? Version 1.0,,EMPTY,No answer content
3663,#yellowflag,"Have members of his staff sign, prior to access to personal and confidential information, the commitments to respect the confidentiality of this information in accordance with Appendix 6 of this docum",,EMPTY,No answer content
3664,#redflag,"No data associated with the various contact centers of the Chief Electoral Officer may be hosted and may not transit outside Canada.(we keep data in Canada, but not metadata. this may be where we meet",,EMPTY,No answer content
3665,#redflag,"not keep, at the end of the contract, any document containing personal or confidential information, whatever the medium, by returning them to the Chief Electoral Officer within sixty (60) days followi",,EMPTY,No answer content
3666,#redflag,"The availability of cloud contact center services shall be 99.95%,(we can do 99.5%)",,EMPTY,No answer content
3667,#redflag,"The primary data center must be in Canada and the owner must be Canadian.(located in CA, is fine. ownership could be an issue)",,EMPTY,No answer content
3668,#redflag,The resumption of all services must be done in less than 5 minutes and it must be transparent for agents and supervisors who must be reconnected automatically following an outage.(we reserve up to 12 ,,EMPTY,No answer content
3669,#yellowflag,The supplier is liable for subcontractors' products and services under the Contract in exactly the same way as for its own conditions.(not sure we can agree to this. will need legal to review this ent,,EMPTY,No answer content
3670,#yellowflag,"The supplier must, at the customer's request, assist with or deliver a statement about overall system security from an external state-authorised auditor. The supplier must provide the auditor, free of",,EMPTY,No answer content
3671,#redflag,"The time for the service window is agreed with the Customer, who has the option of rejecting a service window with factual justification and indication of another service window.(customers cannot reje",,EMPTY,No answer content
3672,#yellowflag," 9.1 Reporting Provisions The Contractor shall report the breach within one hour of discovery to the US Computer Emergency Readiness Team (US CERT), and, within 24 hours of discovery, to the DHA Priva",,EMPTY,No answer content
3673,#yellowflag," The Contractor shall ensure that its entire staff, including subcontractors and consultants that perform work on this Contract receive training on the Privacy Act, HIPAA, the Alcohol, Drug Abuse and ",,EMPTY,No answer content
3674,#yellowflag,ATTACHMENT 5: 10 Standard: 99.8% availability of the system (this is the standard. the prime may be looking for a higher score) ,,EMPTY,No answer content
3676,#yellowflag,"HT0011-16-R-0040-Global_NAL-Attachment_2-PII_Requirments-12-13-16 (We define breach differently) Breach means actual or possible loss of control, unauthorized disclosure of or unauthorized access to P",,EMPTY,No answer content
3677,#yellowflag,"When creating and maintaining official government records, the Contractor shall comply with all federal requirements established by 44 U.S.C. Chapters 21, 29, 31, 33 and 35, and by 36 CFR, Chapter XII",,EMPTY,No answer content
3678,#redflag,(2) Access to Contractor?s Facilities for IT audit purposes ? The Contractor shall afford Bureau and the Department of the Interior Office of Inspector General access to the Contractor?s and subcontra,?,EMPTY,No answer content
3679,#redflag,"(a) All Contractor employees must have an ""Enter on Duty"" (EOD) approval issued by the Bureau Personnel Security Office (PSO) before they begin performing work on any Bureau contract.(need to make sur",,EMPTY,No answer content
3680,#redflag,"(d) Background Investigation ? Contractor employees who will have unsupervised access to Bureau facilities, access to the Department of the Interior (DOI) information technology (IT) systems or DOI da",?,EMPTY,No answer content
3681,#redflag,"(l) Personnel Changes, Contractor Request ? The Contractor shall immediately notify the COR and PSO when an employee is reassigned or leaves the Contractor?s employment and prior to any termination.(c",,EMPTY,No answer content
3682,#redflag,"(m) Personnel Removal, Government Request ? The Government retains the right to direct the Contractor to remove any prime or subcontractor personnel, regardless of prior clearance or background invest",,EMPTY,No answer content
3683,#redflag,"11.6.7 he Provider shall annually prepare a report listing all Provider employees, security awareness course completion status by each employee, and IT security role-based training completion status b",,EMPTY,No answer content
3684,#redflag,"All requirements to obtain a final ATO and maintain FedRAMP certification throughout the life of the contract are at the expense and burden of the Service Provider.(I don't think we can agree to this,",,EMPTY,No answer content
3685,#redflag,"All service provider personnel must undergo background investigation, performed by the Office of Personnel Management, prior to being granted logical or physical access to DOI information;(contradicte",,EMPTY,No answer content
3686,#redflag,DAs typically utilized by the Offerer/Provider required to be signed by contractor staff may be utilized in lieu of the DOI standard NDAs provided they are deemed appropriate and acceptable by the Con,,EMPTY,No answer content
3688,#redflag,"DOI must be granted access to service provider facilities in legal, chain of custody scenarios that may arise and upon request to ensure that an acceptable level of trust is maintained;(standard audit",,EMPTY,No answer content
3690,#redflag,"IPv6 -The IaaS, PaaS and SaaS must comply with federally mandated IPv6 requirements (see http://www.cio.gov/documents/IPv6memofinal.pdf ).(we cannot support IPV6) ",,EMPTY,No answer content
3691,#redflag,Page 2: The Service Provider shall not deploy any patch that would prevent an application from working as designed and shall comply with BLMs change control and configuration management processes. All,,EMPTY,No answer content
3692,#redflag,The above are in addition to the similar types of activities outlined herein that are normally conducted by the Provider or independent assessors.Such activities are expected to occur only in rare ins,,EMPTY,No answer content
3693,#redflag,"(a) Contractor employees must report all information security incidents to the DOI Computer Incident Response Center (DOI-CIRC) immediately, and no later than 1 hour after becoming aware of the incide",,EMPTY,No answer content
3694,#yellowflag,2.5.2.3 Software as a Service (SaaS) Requirements (no requirements. maybe a typo?) ,,EMPTY,No answer content
3695,#redflag,"At the expiration of the contract, the Contractor shall return all sensitive DOI information and IT resources provided to the Contractor during the contract, and certify to the CO and COR that all DOI",,EMPTY,No answer content
3696,#redflag,Automated monthly discovery and reporting of all associated system physical and logical assets shall be conducted to maintain an accurate physical and logical inventory of all system components. (not ,,EMPTY,No answer content
3697,#redflag,Back-up 100% to ensure time to recover data does not exceed 6 hours.(our RTO is 12 hours) ,,EMPTY,No answer content
3698,#redflag,Contractors will be required to ensure compliance with the security control requirements of the most current version of NIST Special Publication (SP) 800-53 and FIPS 200 that are appropriate to the se,,EMPTY,No answer content
3699,#redflag,"DOI does not necessarily anticipate leveraging authorizations granted independently by other individual agencies, but may opt to do so at its discretion;(we have an agency ATO) ",,EMPTY,No answer content
3700,#redflag,"In accordance with DOI policies, this acquisition requires all IT functionality, capabilities and features to be supported and operational in both a dual-stack IPv4/IPv6 environment and an IPv6 only e",,EMPTY,No answer content
3701,#redflag,Low Risk must be remediated within no later than 60 calendar days.(we cannot commit to this) ,,EMPTY,No answer content
3702,#yellowflag,Note: All security and privacy incidents are considered as Severity Level 1 events.(not sure we can meet these SLAs) , ,EMPTY,No answer content
3703,#redflag,"Review activities include but are not limited to scanning operating systems , web applications, wireless scanning; network device scanning to include routers, switches, and firewall, and IDS/IPS; data",,EMPTY,No answer content
3704,#yellowflag,"The Cloud Service Provider (CSP) cloud solution shall be a Government-only community (including Federal, state, local and tribal) provided the community has similar and compatible security control obj",,EMPTY,No answer content
3705,#redflag,"The Contractor is responsible for all costs and related resource allocations required for all subsequent incident response activities determined to be required by DOI, whether incurred by DOI, agents ",,EMPTY,No answer content
3706,#redflag,"The Contractor shall ensure all employees with access to DOI information and information systems complete IT security and privacy training as specified by DOI in accordance with FISMA, the Privacy Act",,EMPTY,No answer content
3707,#yellowflag,The Contractor shall have in place procedures and the capability to notify any individual whose PII resided in the Contractor IT system at the time of the privacy breach not later than 5 business days,,EMPTY,No answer content
3708,#redflag,"The Contractor shall provide DOI, or their designee acting as their agent, logical and physical access to the Contractor?s facilities, installations, technical capabilities, operations, documentation,",?,EMPTY,No answer content
3709,#redflag,"The DOI Rules of Behavior must be signed by each user prior to gaining access to DOI information and information systems, and will be reviewed and re-signed at least annually. DOI will provide access ",,EMPTY,No answer content
3710,#redflag,The SP shall provide dedicated computing and data storage infrastructure (both logical and physical) to DOI.(not how we work) ,,EMPTY,No answer content
3711,#redflag,The use of Security Technical Implementation Guides (STIGs) is required for all server implementations.(we don't use STIGs) ,,EMPTY,No answer content
3712,#redflag,This certification must be provided by a third party firm approved by DOI in advance. All costs and resource allocations required for this third party service must be the sole responsibility of the Co,?,EMPTY,No answer content
3713,#redflag,"Upon request of DOI, the Contractor must immediately return all Government information, as well as any media type that houses or stores Government information, regardless of potential violations of ot",?,EMPTY,No answer content
3714,#redflag,"When no longer required, this information, data, and/or equipment will be returned to Government control, destroyed, or held until otherwise directed. Destruction of items shall be accomplished by fol",?,EMPTY,No answer content
3715,#redflag,"While Federal agencies are able to leverage the provisional Authorization granted by FedRAMP and any documentation prepared by the Contractor to issue their DOI?s own authority to operate, DOI reserve",,EMPTY,No answer content
3716,#redflag,"Within forty-five (45) days after the end of the contract performance period or after the contract is suspended or terminated by DOI or the Contractor for any reason, the Contractor must provide DOI w",,EMPTY,No answer content
3717,#redflag,(1) All Contractor personnel must complete NPS/DOI-provided mandatory security and privacy training prior to gaining access to NPS/DOI information systems and provide their completion certificate numb,,EMPTY,No answer content
3718,#redflag,"(4) All development for NPS/DOI systems must include requirements to enable the use PIV credentials, in accordance with NIST FIPS 201, Personal Identity Verification (PIV) of Federal Employees and Con",,EMPTY,No answer content
3719,#redflag,"1.Within sixty (60) days after the end of the contract performance period or after the contract is suspended or terminated by NPS/DOI or by the Contractor for any reason, BUT ONLY after NPS/DOI has ac",,EMPTY,No answer content
3720,#redflag,"2. The Contractor must send a staffing change report by the fifth day of each month after contract award to the Contracting Officer?s Representative, contract administrator, and XXXXXXX@XXX.gov.  A te",,EMPTY,No answer content
3721,#redflag,"2. Within seventy-five (75) days after the end of the contract performance period or after the contract is suspended or terminated by NPS/DOI or the Contractor for any reason, BUT ONLY after NPS/DOI h",,EMPTY,No answer content
3722,#redflag,3. Each contractor employee is required to utilize a Personal Identity Verification (PIV) card to access NPS/DOI IT systems and Sensitive Information.  Using shared accounts to access NPS/DOI IT syste,,EMPTY,No answer content
3723,#redflag,5. The Contracting Officer?s Representative (COR) and the NPS/DOI Helpdesk must be notified at least 5 days prior to a contractor employee being removed from a contract.  For unplanned terminations or,,EMPTY,No answer content
3724,#redflag,"6. All access to NPS/DOI IT systems will be accomplished using Personal Identity Verification (PIV) credentials, in accordance with NIST FIPS 201, Personal Identity Verification (PIV) of Federal Emplo",,EMPTY,No answer content
3725,#redflag,"a. Contractor employees must report all Information Security Incidents to the NPS/DOI Situation Room immediately, but not later than 30 minutes, after becoming aware of the Incident, at: XXXX@XXX.gov,",,EMPTY,No answer content
3726,#yellowflag,"b. The Contractor and contractor employees must provide full access and cooperation for all activities determined by NPS/DOI to be required to ensure an effective Incident Response, including providin",,EMPTY,No answer content
3727,#redflag,"e. The Contractor must be responsible for all costs and related resource allocations required for all subsequent Incident Response activities determined to be required by NPS/DOI, whether incurred by ",,EMPTY,No answer content
3728,#yellowflag,"Immediately following contract award, the Contractor must provide to the distribution list ?System Access Control"" (XXXXXX@XXX.gov) an initial and complete list of employee names that require access t",,EMPTY,No answer content
3729,#yellowflag,Discussion of Service Level Agreements (SLAs) related to each service offering including the method of calculating service availability metrics and associated penalties; (we cannot do penalties. prime,,EMPTY,No answer content
3730,#yellowflag,Homeland Security Presidential Directive-12 requires that all federal entities ensure that all contractors have current and approved security background investigations that are equivalent to investiga,,EMPTY,No answer content
3731,#redflag,The COR must ensure that Contractor employees and consultants with access to Government information technology systems complete the required background investigation forms.(as above) ,,EMPTY,No answer content
3732,#redflag,Provide additional security controls that can be leveraged to achieve FISMA High assurance requirements.(we cannot do High) ,,EMPTY,No answer content
3733,#redflag,"Are the personnel that manage the data center environment (power, HVAC, electrical systems, etc.) US citizens and Secret cleared?If personnel are not Secret cleared can they be escorted by cleared per",,EMPTY,No answer content
3734,#redflag,Can the FBI review and approve the vendor?s force-protection firm for physical security personnel?(no) ,,EMPTY,No answer content
3737,#redflag,Does the data center solution provide a concurrently maintainable environment with a stated up-time of &gt; 99.99% annually? (we can't commit to 4 nines) ,,EMPTY,No answer content
3739,#redflag,Does the provider allow for encryption of data where only the government possesses the keys (bring our own cryptography) with the option to host your own key?(this is not the same as BYOK) ,,EMPTY,No answer content
3741,#yellowflag,Does the provider provide direct connectivity options to connect VPN encrypted traffic?(this would require a router in cage @ Equinix and Equinix Cloud Exchange) ,,EMPTY,No answer content
3742,#yellowflag,Does your company have a FEDRAMP Level 4 or higher certification? DoD Security accreditation or FISCAM accreditation?(FEDRAMP Level 4 must be a typo) ,,EMPTY,No answer content
3743,#yellowflag,"The program objectives are to acquire platform as a service (PaaS) and software as a service (SaaS) offerings from an established cloud service provider with an existing, large-scale commercial offeri",,EMPTY,No answer content
3744,#redflag,"To meet the scale of the computing services required and ensure a continual infusion of service innovation, multiple government agencies may acquire services from an instantiation of a public cloud of",,EMPTY,No answer content
3745,#yellowflag,"Will the FBI be able to retain responsibility for system authorization, facilities accreditation and connectivity to FBI networks to the data centers?(connectivity may be an issue) ",,EMPTY,No answer content
3746,#yellowflag,Will the Government be able to audit all changes to the hosting infrastructure? (this is part of FedRAMP. a 3PAO does this) ,,EMPTY,No answer content
3748,#redflag,"Will the provider be able to provide multiple operating systems (Linux/Unix, Windows, for example) as options for development on their platform?(no) ",,EMPTY,No answer content
3750,#yellowflag,DOT estimates that the level of security-clearance and background-investigation that would be required for any contractor-staff-members who MIGHT end up performing the project described in this RFI wo,,EMPTY,No answer content
3751,#yellowflag,"p 9 Data rights under this task order shall be in accordance with FAR 27.4 clause 52.227-15, Intangible property. Source code and associated metadata and user documentation developed under this task o",,EMPTY,No answer content
3752,#yellowflag,"The Contractor must submit a roster (Deliverable 4.1) by name, position, e-mail address, phone number and responsibility, of all staff working under this acquisition where the Contractor will develop,",,EMPTY,No answer content
3753,#redflag,p 12 5.1 (they mention using DOT scanners. we provide scanning as part of our service and do NOT provide scan results) ,,EMPTY,No answer content
3754,#yellowflag,p 19 viii(they cannot do operating system vulnerability scans) ,,EMPTY,No answer content
3755,#yellowflag,"5.1.8 The system must encrypt data at transit and at rest using ACSC approved cryptographic protocols and algorithms. Describe how data is encrypted in transit and at rest (ref: ""https://www.cyber.gov",,EMPTY,No answer content
3756,#yellowflag,"5.4.3 DoT data must not be used outside of the domain (e.g. analytics across industry).(we meet the intent of this, but we do analyze metadata for support and product development) ",,EMPTY,No answer content
3757,#yellowflag,5.5.8 All documentation relating to the management and delivery of services to the DoT must be kept current and made available to the DoT on demand. All documentation is to be maintained and updated a,,EMPTY,No answer content
3758,#yellowflag,"DoT requires a method of logging bugs and fixes with the Respondent and reporting on the time logged, status, actions taken and estimated delivery time of fixes.(Prime will need to provide. we need to",,EMPTY,No answer content
3759,#redflag,Incident Resolution Time: High Priority ? Within 1 day(we cannot accommodate this),,EMPTY,No answer content
3760,#redflag,Schedule 10: The Customer will not be obliged to accept or use the new Release if its use would result in any of the facilities and functions set out in the Documentation being diminished or curtailed,,EMPTY,No answer content
3761,#redflag,Schedule 8 Service Levels Agreements: Maximum number of acceptable unplanned outages per month.(we cannot accommodate this) ,,EMPTY,No answer content
3762,#yellowflag,Service Report (Table 4)(the Prime will need to bid these services) ,,EMPTY,No answer content
3763,#yellowflag,"The Contractor will deliver to the Customer the object code of the new Release in machine-readable form together with amended Documentation.(we provide documentation, but not code) ",,EMPTY,No answer content
3764,#redflag,12.1.2 Svenska Spel is allowed to postpone an Upgrade up to six (6) months.(customers cannot postpone upgrades) ,,EMPTY,No answer content
3765,#yellowflag,12.1.3 Svenska Spel has the rights to request changes in the CRM Solution. If such requests affects the Supplier?s possibility to develop the CRM Solution according the Supplier´s roadmap for the prod,,EMPTY,No answer content
3766,#redflag,"18.1 In addition to what is stated regarding auditing in specific areas, e.g. in Svenska Spel?s Code for Suppliers and/or in a Data Processing Agreement, Svenska Spel is entitled to carry out general ",,EMPTY,No answer content
3767,#yellowflag,9.3 As from Agreed Go-live Date all services shall be carried out in accordance with agreed Service Levels according to Appendix 7 - Service Levels and Service Level Credits. The Supplier shall provid,,EMPTY,No answer content
3768,#redflag,"Credit to an amount of one per cent (1,0 %) of the Supplier´s Compensation (excluding Consulting Services) paid the month when Incident was detected, per every started hour exceeding the Resolution Ti",,EMPTY,No answer content
3769,#redflag,Service Level ? ReliabilityMaximum eight (8) Incidents during the preceding 12-month period(this is not how we calculate uptime) ,,EMPTY,No answer content
3770,#redflag,Service Level ? Resolution TimeWithin four (4) hours (during Service Time) from when the Incident is registered in the Supplier?s Incident Ticket System.(we cannot agree to a resolution time) ,,EMPTY,No answer content
3771,#redflag,"The aggregated resolution time for all Incidents classified as Critical during a 12 months period shall not exceed twenty-four (24) hours.(this equates to 99.8% uptime, but does not work with how we c",,EMPTY,No answer content
3772,#redflag,Upgrades installed without approval from Svenska Spel (customers cannot approve upgrades) ,,EMPTY,No answer content
3773,#yellowflag,"2.5.1. Show all network nodes involved in the delivery and maintenance of the service, the nature of the connectivity and description of information flow between nodes. If possible, estimate the total",,EMPTY,No answer content
3774,#redflag,2.6.1.3. In use:(we do not encrypt in use) ,,EMPTY,No answer content
3775,#yellowflag,"NFRAV01 Available 24*7 withservice level target of &gt;99.9% uptime Mandatory The system must be available 24*7 with service level target of &gt;99.9% uptime, excluding scheduled maintenance.(will req",,EMPTY,No answer content
3777,#yellowflag,NFRHO03 Have cloud hostingpersonnel in AustraliaMandatory The system must be managed and accessed onlyby personnel in Australia. This must include any subcontractors of the Contractor. All exceptions ,?,EMPTY,No answer content
3778,#redflag,NFRRC01 Have a recovery time objective (RTO) of 2 hours Mandatory(we cannot comply w/ this mandatory requirement),,EMPTY,No answer content
3779,#redflag,NFRRC02 Have a recovery point objective (RPO) of 1 hour of entered data Mandatory(we cannot comply w/ this mandatory requirement),,EMPTY,No answer content
3780,#redflag,"17 d documented procedures for issue resolution, credits/refunds for service outages outside the SLA, escalation process, and notifications.(we cannot do credits/refunds) ",,EMPTY,No answer content
3781,#redflag,28 guarantee that deleted data is totally inaccessible and eradicated for all types of data by providing a Certificate of Destruction (COD)(we cannot provide) ,,EMPTY,No answer content
3782,#redflag,"During this time, the Supplier must make this information available for audit, inspection and examination by the representatives of EDC, who may make copies and take extracts. The Supplier must provid",,EMPTY,No answer content
3783,#redflag,If the Supplier (a) does not comply or suspects that it has not complied with a confidentiality provision in this Agreement or any provision of Schedules ?B? and /or ?C?; or (b) becomes aware of or re,,EMPTY,No answer content
3784,#redflag,"it will meet and maintain any requisite government security screening requirements as may be determined as necessary by EDC from time to time, will ensure that its employees and agents, including the ",,EMPTY,No answer content
3785,#yellowflag,"The Supplier shall obtain the consent of EDC in writing prior to subcontracting or permitting the subcontracting of any portion of the Services or changing any subcontractor. In any subcontract, the S",,EMPTY,No answer content
3786,#redflag,"With respect to any and all data or information received from EDC or created in relation to this Agreement, the Supplier shall ensure that at all times: (a) such information is not transmitted, stored",,EMPTY,No answer content
3787,#redflag,"With respect to any and all data or information received from EDC or created in relation to this Agreement, the Supplier shall ensure that at all times: (b) no person outside the jurisdiction(s) ident",,EMPTY,No answer content
3788,#redflag,SLA-2 E1 requires a highly available and responsive application for their solution.It is expected that the application be available 99.99% of the time (i.e. no more than 8.8 hours of unplanned downtim,,EMPTY,No answer content
3789,#redflag,"SLA-3 It is expected that web page refreshes complete within 1 second, 98% of the time; and within 2 seconds 99.9% of the time.(no way to measure) ",,EMPTY,No answer content
3790,#yellowflag,"p 48 u) Provide maintenance and 24/5 helpdesk support via email, phone and live chat that enables both, EC staff and the end-users, to use the platform properly and at their convenience regardless of ",,EMPTY,No answer content
3791,#yellowflag,"5.1.3 The proponent shall provide: copies of their internal security processes, procedures and documentations.(they can review via webex, but we cannot provide internal docs) ",,EMPTY,No answer content
3792,#redflag,DM-001 The solution will not store or share any elector information outside Canada.(MC is not hosted in Canada) ,,EMPTY,No answer content
3793,#redflag,Individual user accounts and passwords for all users of the solution.(we cannot provide this) ,,EMPTY,No answer content
3794,#redflag,p60 One hour breach notification(we can do 48 hour) ,,EMPTY,No answer content
3795,#yellowflag,D-01 During?these?hours?the system?should?exhibit 99.95%?availability(not sure we can respond to in the affirmative) ,,EMPTY,No answer content
3796,#yellowflag,"D-02 The?system?shall?operate with?no?more?than?one planned?outage?per?month, to?be?taken?outside?normal business?hours?and?to?be no?more?than?1?hours duration.(this is marked as Strongly Desired) ",,EMPTY,No answer content
3797,#yellowflag,D-04 The?system?shall?be restored (configuration/session/data) within?8*?hours?of?loss?of service?in?the?event?of?a major?incident.(this is marked as Strongly Desired),,EMPTY,No answer content
3798,#yellowflag,"A software bill of materials (SBOM) declares the inventory of components used to build the SaaS product exists and is maintained. The SBOM is available in machine-readable format (e.g. JSON, YAML)(we ",,EMPTY,No answer content
3799,#redflag,Encryption at rest and in transit with keys defined by the customers: either in a sovereign environment or keys are protected at all times of their usage (e.g. following FIPS140-2 standards)(keys are ,,EMPTY,No answer content
3800,#redflag,"Regarding Customer data, Logs and admin data, The only relationship accepted in the contract is a relationship Controller-Processor, i.e. no co-controller relationship is accepted in the scope of usin",,EMPTY,No answer content
3801,#redflag,"The provider aims at a monthly availability of 99.9%, commits contractually to that availability, and plans compensations in case of a breach of the SLA.(this will be a problem) ",,EMPTY,No answer content
3802,#yellowflag,"The provider must accept that experts appointed by the customer, relevant bodies with audits rights (e.g. EDPS, OLAF, EC HR.DS) can audit their service.(we need to limit this) ",,EMPTY,No answer content
3803,#yellowflag,The provider must ensure that Customer Data resides in the EU (not EEA) at rest and in transit within the provider's infrastructure . They shall not be transferred outside of the EU. The SaaS product ,,EMPTY,No answer content
3804,#redflag,"The SYSTEM must be able to support performing real-time scans of files as the files are downloaded, opened, or executed.(this requires a 3rd party) ",,EMPTY,No answer content
3805,#redflag,The system shall have highly scalable redundant common storage to meet availability level AV-4(as above) ,,EMPTY,No answer content
3806,#redflag,The system shall meet AV-4 Availability(this is 99.83% uptime) ,,EMPTY,No answer content
3807,#redflag,The system shall support BPM 2.0 or later version for WorkflowManagement(we don't) ,,EMPTY,No answer content
3808,#yellowflag,"Are clients? data stored, processed, accessed, or transmitted exclusively in Canada?(we may access from outside of CA for support) ",,EMPTY,No answer content
3809,#yellowflag,"Are we the only ones who have the encryption keys for our data?(we need to be careful answering this. with Platform Encryption, they manage their keys. AWS native encryption uses shared keys on a sing",,EMPTY,No answer content
3810,#yellowflag,Do you allow clients to perform reverse engineering on the software they install in their environment following the signature of a nondisclosure agreement for the sole objective of checking its securi, ,EMPTY,No answer content
3811,#yellowflag,"Is your solution certified by cloud computing vendors (ex.: Microsoft Azure certified)? If yes, which ones?(an interesting question requiring a nuanced answer) ",,EMPTY,No answer content
3812,#yellowflag,"What are your solutions in terms of isolating our information from that of other clients (physically or logically, non-shared database)?(we do use a shared database. need to confirm precise translatio",,EMPTY,No answer content
3813,#redflag,"If a SaaS solution is adopted: The publisher must respect requirements ANSSI described in the document ""Secnumcloud_referentiel_v3.1_anssi.pdf"", particularly those relating to SaaS services. In case o",,EMPTY,No answer content
3814,#redflag,"If the solution is hosted SaaS (external hosting), the Centers Data of the publisher must be located in France and operated by staff based in the country.(while we do offer a data center in France, it",.,EMPTY,No answer content
3816,#redflag,The ANTS request to that effect that the response times of the various transactions not exceed 0.5 seconds (up to 1 second when the external query tool) when all users simultaneously working on the ap,,EMPTY,No answer content
3818,#redflag,implement logging of physical access to sensitive areas and review these logs at least monthly;(we review at least quarterly) ,,EMPTY,No answer content
3819,#redflag,"In the event of an alert given by the holder's teams of experts, by the administration or CERTA, the CCI Paris Île-de-France Region will be notified by telephone and e-mail before any operations are c",,EMPTY,No answer content
3820,#redflag,"In the event of a serious alert (virus attack, critical flaw) announced by the CERTA (Centre d'Expertise Gouvernemental de Réponse et de Traitement des Attaques informatiques), the patch must be appli",,EMPTY,No answer content
3821,#redflag,"Provision of a Customer Relationship Management software solution to provide a service platform to tool all the IS needs of the Customer Relationship Management system, including CRC's multi-channel m",,EMPTY,No answer content
3822,#yellowflag,"The backups made should be logged to allow for quick and safe restoration of data when needed. The CCI of the Paris Ile-de-France Region (or its EIG) may request a list of backups (media reference, ba",,EMPTY,No answer content
3823,#redflag,The CCI of the Paris Ile-de-France Region expects the holder to provide a set of information on a quarterly basis in order to control the quality of service:% server availability ;<li>Number of connec,,EMPTY,No answer content
3824,#redflag,"The CCI Région Paris Île-de-France reserves the right to carry out an audit afterwards, subject to a 24-hour notice period.(we cannot agree to this) ",,EMPTY,No answer content
3825,#redflag,The holder agrees to close the service at the request of the CCI Paris Ile de France in the case of a critical vulnerability that is easily exploitable and which would be without a patch and without a,,EMPTY,No answer content
3826,#yellowflag,The holder has a legal obligation to keep user logins for a period of one year.He will therefore have to archive all connection logs with a retention of one year - rolling - from the day of registrati,,EMPTY,No answer content
3827,#yellowflag,The holder must imperatively inform the CCI de Région Paris Ile-de-France and its GIE of any change in the place of accommodation by registered letter with acknowledgement of receipt with 3 months' no,,EMPTY,No answer content
3828,#yellowflag,"The holder must partition, physically or by encryption, all data flows internal to the service's information system from any other information system. Where this partitioning is achieved by encryption",,EMPTY,No answer content
3829,#yellowflag,"The holder must provide, on request of the CCI Région Paris Île-de-France, all the events concerning it.(we can sell them forensics logs at an additional fee) ",,EMPTY,No answer content
3830,#redflag,The holder must update the definition file with the list of security patches applied on the servers and communicate the updated version of the document to the CCI Région Paris Île-de-France.(we will n,,EMPTY,No answer content
3831,#yellowflag,The holder notifies the buyer of any violation of personal data within a maximum period of 48 hours after becoming aware of it and by the following means : e-mail(don't know if we can commit to 48 hou,,EMPTY,No answer content
3832,#yellowflag,"The licensee must keep a history of the versions of the software and systems (internal or external developments, commercial products) implemented to allow the reconstruction, if necessary in a test en",,EMPTY,No answer content
3833,#redflag,"The Paris Ile-de-France Chamber of Commerce and Industry expects optimum performance in terms of response times for the solution, both for consultation and updates, and expects data access to be optim",,EMPTY,No answer content
3834,#yellowflag,"The staff undertake not to disclose any information to a third party, even anonymised and decontextualised information, obtained or generated within the framework of the service, except with the forma",,EMPTY,No answer content
3835,#redflag,the staff undertake to inform the holder of any manifestly illicit content discovered during the service;(we cannot agree to this) ,,EMPTY,No answer content
3836,#yellowflag,"10.14.2 Scope of the fixed maintenance serviceThe HOLDER will maintain the current version of the software.However, during less the 6 months following the availability of a new version, the HOLDER wil",,EMPTY,No answer content
3840,#yellowflag,"If so instructed by the Contracting Officer or representative, the Contractor shall send FDA approved notifications to affected individuals as directed by FDA?s SOP.(we cannot sign up for this. the Pr",,EMPTY,No answer content
3841,#redflag,"19 , the discoverer shall immediately, within one (1) hour or less, bring the situation to the attention of the other party. This includes notifying the FDA Systems Management Center (SMC) within one ",,EMPTY,No answer content
3842,#yellowflag,"5.2 Per the COR/PM, if a cloud-based solution (e.g., AWS) is proposed and approved, the Contractor shall complete the IaaS Cost Template as provided by the COR at award.(this may imply that the SaaS n",?,EMPTY,No answer content
3843,#yellowflag,"5.5.2 Provide a browser agnostic web front-end, e.g., TRLM NG functions on IE, Firefox, and Chrome.(I am sure they mean Edge, but we may want to clarify) ",,EMPTY,No answer content
3844,#redflag,5.6.1 Recovery Time Objective: 1 hour(our rto is 12 hours) ,,EMPTY,No answer content
3845,#redflag,"All procurements using Internet Protocol shall comply with OMB Memorandum M-05-22, Transition Planning for Internet Protocol Version 6 (IPv6).",,EMPTY,No answer content
3846,#redflag,"Each Contractor (and/or any subcontractor) employee having access to non-public government information under this contract shall complete the FDA non-disclosure agreement (3398 Form), as applicable.(w",,EMPTY,No answer content
3847,#redflag,"In addition to the Inspection Clause in the contract, the Contractor (and/or any subcontractor) shall afford the Government access to the Contractor?s facilities, installations, operations, documentat",,EMPTY,No answer content
3848,#redflag,"Report all suspected and confirmed information security and privacy incidents and breaches to the FDA Systems Management Center, COR, CO, and other stakeholders, (Recommend adding the FDA Senior Offic",,EMPTY,No answer content
