Row,Flag,Question,Answer,Category,Reason
1269,#redflag,"Offeror shall ensure the CCWIS Solution is compliant with the following security guidelines, acts, and standards:1) Health Insurance Portability and Accountability Act (HIPAA)2) Service Organization C",?1075,ACCURATE,Aligns with CMDT and Spring '26 docs
1270,#redflag,"Offeror shall provide the Department a copy of software code that is designed, developed or installed with federal finance participation (CCWIS Req 1355.52h). Offeror certifies they will comply with t",?Code Escrow. ,ACCURATE,Aligns with CMDT and Spring '26 docs
1271,#redflag,Solution must comply with Department of Defense Information Assurance Certification and Accreditation Process (DIACAP). Offer certifies their Offer meets this requirement. ,?DIACAP is replaced by DOD RMF. We can use the DOD IL rating here. ,ACCURATE,Aligns with CMDT and Spring '26 docs
1272,#redflag,The Solution must be compliant with the Internal Revenue Service Publication 1075 (IRS Pub 1075). Offer certifies their Offer meets this requirement. ,?1075,ACCURATE,Aligns with CMDT and Spring '26 docs
1273,#redflag,The Solution must include storage of backups off-site for all Solution data. All off-site physical components of the Solution must be within areas with controlled physical access. Off-site is any cont,?Backups are not stored offsite. ,ACCURATE,Aligns with CMDT and Spring '26 docs
1274,#redflag,The Solution must provide 99.999% or higher uptime for functions related to the Intake. The Solution must provide 99.9% or higher uptime for all Modules and components of the Solution not included in ,?5 9s,ACCURATE,Aligns with CMDT and Spring '26 docs
1275,#redflag,"BACKGROUND CHECK: Whenever the State deems it reasonably necessary for security reasons, the State may conduct, at its expense, criminal and driver history background checks of Vendor?s and subcontrac",?Background Checks,ACCURATE,Aligns with CMDT and Spring '26 docs
1276,#redflag,"Vendor certifies that information technology, including electronic information, software, systems and equipment, developed or provided under this contract comply with the applicable requirements of th",?508,ACCURATE,Aligns with CMDT and Spring '26 docs
1277,#redflag,Attachment B - Security Risk Assessment. STATE OF ILLINOIS or an independent entity will perform a security control assessment. STATE OF ILLINOIS will provide the vendor a copy of the approved securit,?Right to Audit,ACCURATE,Aligns with CMDT and Spring '26 docs
1278,#redflag,Attachment B - Criminal Justice Information Services (CJIS) Security Policy ,?CJIS ,ACCURATE,Aligns with CMDT and Spring '26 docs
1279,#redflag,Attachment B - Vendor must participate in an annual risk assessment and data classification and system categorization process. The formal risk assessment will be administered by the State of Illinois.,?Potential Right to Audit,ACCURATE,Aligns with CMDT and Spring '26 docs
1280,#redflag,Attachment B - Vendor will notify the State?s Chief Information Security Officer within 24 hours of any information breach or other security incident which impacts the State?s data. ,?24 Hour Breach,ACCURATE,Aligns with CMDT and Spring '26 docs
1281,#redflag,"F.30 Federal Bureau of Investigations Criminal Justice Information Services (CJIS) Security Policy, version 5.5, issued June 26, 2016 ",?CJIS,ACCURATE,Aligns with CMDT and Spring '26 docs
1284,#redflag,T5.95 - Guarantee of 99.99% uptime ,?4 9s,ACCURATE,Aligns with CMDT and Spring '26 docs
1286,#redflag,"The Vendor must comply with the State of Illinois? Contractor Background Investigation Standard which requires attestation of a successful background check within the last 5 years, if unescorted acces",?Background Checks,ACCURATE,Aligns with CMDT and Spring '26 docs
1288,#redflag,"Vendor must sanitize all media that contained State of Illinois data. Vendor must use the current revision of NIST Special Publication 800-88, Guidelines for Media Sanitization. Vendor must provide ce",?We do not provide certificates of destruction to customers. ,ACCURATE,Aligns with CMDT and Spring '26 docs
1289,#redflag,"Any potential solutions or vendors must agree that all intellectual property, including source code and supporting dependencies, will be owned solely by the BMV. All source code methods and intellectu",?<ol><li>Assumption that this is applicable to customer generated source code only. <li>Source Code Escrow</ol>,ACCURATE,Aligns with CMDT and Spring '26 docs
1290,#redflag,The solution must comply with Section 508 requirements making it accessible to individuals who are visually impaired.,?508,ACCURATE,Aligns with CMDT and Spring '26 docs
1291,#yellowflag,8c - Records shall be maintained by Respondent for a period of five (5) years after the period of performance. ,? This would exceed our retention after termination. ,ACCURATE,Aligns with CMDT and Spring '26 docs
1292,#redflag,100% of data must be available with no loss of data. Please see Section 3.j (Performance Standards) for the Data Integrity performance measure ,?Zero RPO,ACCURATE,Aligns with CMDT and Spring '26 docs
1293,#redflag,100% of data must be available with no loss of data within 48 hours of a system failure ,?Zero RPO,ACCURATE,Aligns with CMDT and Spring '26 docs
1294,#redflag,"Solution must, at a minimum be available 99.9% of the time within any given operational month. ",?Monthly 3 9s. ,ACCURATE,Aligns with CMDT and Spring '26 docs
1295,#redflag,"Given the 24/7 nature of some agency Contact Centers, the vendor?s solution must be available 24 hours per day, seven days per week, 365 days per year and the vendor must make reasonable efforts to en",?100% Availability ,ACCURATE,Aligns with CMDT and Spring '26 docs
1296,#redflag,"PCI, HIPAA (See Attachment J: Bidder?s Library, Exhibit 4: HIPAA Agreement), IRS Pub 1075, NIST 800-53 R5 (See Attachment J: Bidder?s Library, Exhibit 5: NIST 800-53), Social Security Administration T",?We are currently not compliant with NIST 800-53 Rev. 4. FedRAMP is currently not requiring or processing out compliance with this standard. ,ACCURATE,Aligns with CMDT and Spring '26 docs
1297,#redflag,Requirement for Business Continuity are:The maximum timeframe tolerated is two to four hours for the Recovery Time Objective (RTO).The maximum data loss tolerated for the Recover Point Objective (RPO),?2/4 Hour RTO,ACCURATE,Aligns with CMDT and Spring '26 docs
1298,#redflag,"The State may perform an annual audit of contractor?s data center(s) where Data, State applications, or other State information is maintained. The audit may take place onsite or remotely, at the State",?Right to Audit,ACCURATE,Aligns with CMDT and Spring '26 docs
1299,#redflag,The State will be entitled to service credits on monthly invoices if Uptime Percentage is below 99.99% as follows:Below 99.99%: 10% CreditBelow 99.00%: 30% CreditBelow 97%: 100% CreditIf Uptime falls ,?4 9s with Credits,ACCURATE,Aligns with CMDT and Spring '26 docs
1300,#redflag,Background Checks: The contractor shall conduct a Federal Bureau of Investigation Identity History Summary Check for each employee involved in provision of Services: (1) upon commencement of the contr,?Background Checks,ACCURATE,Aligns with CMDT and Spring '26 docs
1301,#redflag,"Compliance with Accessibility Standards: The contractor shall comply with and adhere to Accessibility Standards of Section 508 Amendment to the Rehabilitation Act of 1973, or any other state laws or a",?508,ACCURATE,Aligns with CMDT and Spring '26 docs
1302,#redflag,Contract Audit: The contractor shall allow the State to audit conformance to the contract terms. The State may perform this audit or contract with a third party at its discretion and at the State?s ex,?Right to Audit,ACCURATE,Aligns with CMDT and Spring '26 docs
1303,#redflag,"Non-disclosure and Separation of Duties: The contractor shall enforce role-based access control, separation of job duties, require commercially-reasonable nondisclosure agreements, and limit staff kno",?Disclosure of lists of Salesforce personnel supporting platform. ,ACCURATE,Aligns with CMDT and Spring '26 docs
1304,#redflag,Contractor shall notify the State of the Security Incident within one (1) business day of when Contractor discovered the Security Incident; such notification shall be made to the FSSA Privacy &amp; Se,?24 Hour Breach,ACCURATE,Aligns with CMDT and Spring '26 docs
1305,#redflag,If it is determined by the FSSA Privacy &amp; Security Office that a Breach has occurred:Contractor accepts full responsibility for the Breach and any resulting losses or damages incurred by the State,"?We wouldn't accept full responsibility unless it was determined to be our responsibility. That doesn't appear to be an ""If"" in this requirement. ",ACCURATE,Aligns with CMDT and Spring '26 docs
1306,#redflag,"The Contractor shall ensure the Future System is available at a defined threshold. If the Future System falls below the defined threshold, discount percentages will be provided for use against the aff",?4 9s with Credits.,ACCURATE,Aligns with CMDT and Spring '26 docs
1307,#yellowflag,2.4.11.2 Review the State?s Information Security Framework and either confirm that your company conforms to the policy or provide explanation to the areas for which your company does not conform.,?This requires an NDA for us to review the framework. ,ACCURATE,Aligns with CMDT and Spring '26 docs
1308,#yellowflag,"2.4.11.4 Has anyone ever compromised the integrity of your network?If so, what happened and what was your response and resolution?",?Not likely a question we're going to answer. Legal may have a default response for this inquiry. ,ACCURATE,Aligns with CMDT and Spring '26 docs
1309,#redflag,2.4.12.5 Provide details about public and private subnets in the infrastructure design. ,?We do not provide detailed networking information like this to customers. Should reiterate the nature of SaaS and how we manage this for them. ,ACCURATE,Aligns with CMDT and Spring '26 docs
1310,#redflag,"2.4.12.7 Does the application conform to the Assistive Technology Policy (Section 508) and the State?s architectural standards?If not, is there a plan to migrate the application to conform to the Assi",?508,ACCURATE,Aligns with CMDT and Spring '26 docs
1311,#redflag,"L. b. Contractor must ensure that the total of any system downtime ? that prevents the completion of transactions in any of the call center, online, or agent retailer sales channels ? must not amount ",?%99.93 Availability. ,ACCURATE,Aligns with CMDT and Spring '26 docs
1312,#yellowflag,PG. 17 - b. IOT standards and practices can be accessed at the following websites: https://www.in.gov/iot/ http://www.in.gov/iot/files/Information_Security_Framework.pdf ,?Documents do not exist at this link. ,ACCURATE,Aligns with CMDT and Spring '26 docs
1313,#redflag,Pg. 21 - 3. Data Security a. Contractor must prevent any breaches of security that result in the Personally Identifiable Information (PII) of customers being accessed or shared with any entity other t,?We can't agree to this as written. ,ACCURATE,Aligns with CMDT and Spring '26 docs
1314,#redflag,"Pg. 21 - Damage fees equal to five-thousand dollars ($5,000) shall be assessed by and paid to IDNR per each single instance of a breach. Additional costs associated with recovering compromised data an",?Damages,ACCURATE,Aligns with CMDT and Spring '26 docs
1315,#redflag,"PG 16. - a. Customers must be able to access the online license application using any computer, tablet, or smartphone. Application must be compatible with at least the two (2) latest versions of multi",?508,ACCURATE,Aligns with CMDT and Spring '26 docs
1316,#redflag,"Pg 21. IDNR may require Contractor to conduct security risk analyses and periodic license verification of all security software, and to provide to the State confirmation of its completion through the ",?Right to AuditAgreement on Future TBD activities. ,ACCURATE,Aligns with CMDT and Spring '26 docs
1317,#redflag,Certificates of destruction shall be provided to the state upon completion. ,?Media is not destroyed upon termination of contract as the drives are shared. We can provide confirmation of the data being deleted from the drives. ,ACCURATE,Aligns with CMDT and Spring '26 docs
1318,#yellowflag,Interfaces with SSA / IRS / ATF / Marion County Crime Reduction ,?Have we discussed the existence of CJIS and 1075 data as a result of these interfaces? ,ACCURATE,Aligns with CMDT and Spring '26 docs
1319,#redflag,IOT may audit for validation of the requirements within this standard at any time. Agencies found out of compliance with this standard shall be escalated to the State CIO.,"?Right to Audit""http://www.indiana.gov/iot/files/02.1.1_Cloud_Product_and_Service_Agreements.pdf"" alt=""http://www.indiana.gov/iot/files/02.1.1_Cloud_Product_and_Service_Agreements.pdf"">http://www.indiana.gov/iot/files/02.1.1_Cloud_Product_and_Service_Agreements.pdf",ACCURATE,Aligns with CMDT and Spring '26 docs
1320,#redflag,Systems must be Federal Risk and Authorization Management Program (FedRAMP) Authorized with the commensurate Federal Information Processing Standard (FIPS) 199 ?High? baseline ,"?We currently do not meet the HIGH baseline. ""http://www.indiana.gov/iot/files/02.1.1_Cloud_Product_and_Service_Agreements.pdf"" alt=""http://www.indiana.gov/iot/files/02.1.1_Cloud_Product_and_Service_Agreements.pdf"">http://www.indiana.gov/iot/files/02.1.1_Cloud_Product_and_Service_Agreements.pdf",ACCURATE,Aligns with CMDT and Spring '26 docs
1321,#redflag,The contractor shall conduct a FBI Backup Check for each employee. ,?This should only apply to the partner. ,ACCURATE,Aligns with CMDT and Spring '26 docs
1322,#redflag,The contractor shall work with the State perform an annual DR test. ,?The platform test is not performed in concert with cloud customers. Partner would have to assist customer in creating customer DR Test. ,ACCURATE,Aligns with CMDT and Spring '26 docs
1323,#redflag,The Services shall be available to the State at all times ,?Ambiguous Availability SLA,ACCURATE,Aligns with CMDT and Spring '26 docs
1324,#yellowflag,The State's Data shall be maintained in accordance with the applicable State records retention requirement. ,?What is this requirement? ,ACCURATE,Aligns with CMDT and Spring '26 docs
1325,#redflag,"<ol><li>5 B) - Data Center Audit. The Contractor must have each of the data centers where the Data, state applications, or other information of the State are maintained audited by an independent third",?</ol>Right to Audit,ACCURATE,Aligns with CMDT and Spring '26 docs
1326,#redflag,"4 E.) Nondisclosure Agreements, Background Checks, and Security Awareness Training. The Contractor shall not permit its employees and agents to have access to the Data before they have (1) signed comm",?Background Checks / NDAs,ACCURATE,Aligns with CMDT and Spring '26 docs
1327,#redflag,"5 A) - Contract Audit. The State shall be permitted to conduct audits to confirm that the Contractor is adhering to the terms of the Contract ? including these Cloud Terms, the SOW, and an SLA ? at th",?Right to Audit,ACCURATE,Aligns with CMDT and Spring '26 docs
1328,#redflag,"Attachment B1 1) - (1) Hardware, Software, and Network Support for the Service. The Contractor shall acquire and operate all of the hardware, software, and network support that are necessary to provid","?""At All Times"" implies 100% availability. ",ACCURATE,Aligns with CMDT and Spring '26 docs
1329,#redflag,Attachment B1 4) - The backup shall be stored at least once daily in an off-site secure data center that is located within the continental United States. ,?We do not store backups offsite. (Alternative Implementation) ,ACCURATE,Aligns with CMDT and Spring '26 docs
1330,#redflag,Attachment L ,?508,ACCURATE,Aligns with CMDT and Spring '26 docs
1332,#redflag,Contractor accepts full responsibility for the Breach and any resulting losses or damages incurred by the State or any victim of the Breach. ,?There is shared responsibility here. Cannot accept responsibility for a customer responsibility. ,ACCURATE,Aligns with CMDT and Spring '26 docs
1333,#redflag,"Contractor agrees to participate in a disaster recovery plan, as appropriate to the Contractor's Services, as determined by the State to be necessary to uphold integral business functions in the event",?Joint DR/BCP activity. This would have to be performed by the partner for a system specific DR activity. ,ACCURATE,Aligns with CMDT and Spring '26 docs
1334,#yellowflag,"Contractor further agrees that such notification will be made under its name, unless otherwise specified by the FSSA Privacy &amp; Security Office.Contractor will coordinate its Breach notification ef",?This may require a legal review here. ,ACCURATE,Aligns with CMDT and Spring '26 docs
1335,#redflag,Contractor shall adhere to all relevant FSSA Application Security policies located at http://in.gov/fssa/4979.htmfor any related activities provided to FSSA under this contract. Contractor is responsi,"?These compliance guidelines include MARS-E which integrates IRS 1075 into NIST 800-53. Will we need to be IRS 1075 compliant for this RFP? If so, we are not currently 1075 compliant. ",ACCURATE,Aligns with CMDT and Spring '26 docs
1336,#redflag,Contractor shall notify the State of the Security Incident within one (1) business day of when Contractor discovered the Security Incident; such notification shall be made to the FSSA Privacy &amp; Se,?24 Hour Breach Notification,ACCURATE,Aligns with CMDT and Spring '26 docs
1337,#yellowflag,"In the event of a power failure or outage, the Contractor shall have a battery back-up system capable of operating the Call Center telephone system for a minimum of eight (8) hours at full capacity wi",?Not within scope of our DR/BCP activities. I'm assuming this is on the partner or another vendor. ,ACCURATE,Aligns with CMDT and Spring '26 docs
1338,#yellowflag,"The Contractor is required to comply with all applicable State and federal laws and regulations, including the American with Disabilities Act (ADA) ",?WCAG/508,ACCURATE,Aligns with CMDT and Spring '26 docs
1340,#redflag,"The Contractor shall obtain appropriate background checks for all Enrollment Broker personnel and, at the State?s request, for any staff who by virtue of their access to information or facilities may,",?Background Checks,ACCURATE,Aligns with CMDT and Spring '26 docs
1341,#redflag,All security incidents will automatically generate a service desk ticket and are communicated to appropriate designated OECOSL staff within one hour of discovery. Root case analysis and remediation ap,"?1 Hour NotifcationSecurity Incident Reporting Requirements: The contractor shall report a Security Incident to the State-identified contact(s) as soon as possible by telephone and email, but in no case later than two (2) days after the Security Incident occurs.Immediate Breach Notification",ACCURATE,Aligns with CMDT and Spring '26 docs
1342,#redflag,Data needed for requirements: ,?Requirements regarding data retention and DR/BCP do not include requirements for DR/BCP or the specific retention requirements. ,ACCURATE,Aligns with CMDT and Spring '26 docs
1343,#redflag,Meet technology standards and security requirements that are set by Indiana Office of Technology (https://www.in.gov/iot/2394.htm). Ensure compliance with the Family and Social Services Administration,"?We won't be able to meet all of these. Some of these are including a Right to Audit and Assess the system. We can meet most of these as the requirements are based in NIST, but would recommend we leverage our FedRAMP language. ",ACCURATE,Aligns with CMDT and Spring '26 docs
1344,#redflag,No server should have sustained resource utilization above 75 percent under any anticipated load (normal and peak) when public users and OECOSL users are using the System ,?N/A. SaaS system. ,ACCURATE,Aligns with CMDT and Spring '26 docs
1345,#redflag,"Overall System response times in production environment meet or exceed the following standard: 90% of response times are less than 2 seconds, 98% less than 10 seconds, for all business operations duri",?Response Times,ACCURATE,Aligns with CMDT and Spring '26 docs
1347,#redflag,System adheres to Section 508 of the Rehabilitation Act ,?Section 508,ACCURATE,Aligns with CMDT and Spring '26 docs
1349,#redflag,"The State may perform an annual audit of contractor?s data center(s) where Data, State applications, or other State information is maintained. The audit may take place onsite or remotely, at the State",?Right to Audit,ACCURATE,Aligns with CMDT and Spring '26 docs
1350,#redflag,"Upon termination of the Services or the contract in its entirety, contractor shall, within 30 days of receipt of the State?s notice given in 7(c) above, securely dispose of all Data in all of its form",?Certificate of Destruction. ,ACCURATE,Aligns with CMDT and Spring '26 docs
1351,#redflag,"11.2.2.Retention of Customer Data. Vendor agrees that in connection with any termination or expiration of this Agreement, Vendor shall not take any action to intentionally erase any Customer Data unti",?Upon termination of contract data is not kept in perpetuity. ,ACCURATE,Aligns with CMDT and Spring '26 docs
1352,#redflag,"11.2.3.3.Security Audit. During the Term, the Agency or its Authorized Contractor(s) may perform security audits/scans of Vendor?s environment, including unannounced penetration and security tests. Th",?Right to Audit,ACCURATE,Aligns with CMDT and Spring '26 docs
1353,#redflag,11.4.1.Reporting. Vendor or Vendor Contractors will report to the Agency within two (2) hours of Vendor?s or Vendor Contractor?s discovery of any actual or suspected Security Breach. Such report must ,?2 Hour Breach Notification,ACCURATE,Aligns with CMDT and Spring '26 docs
1354,#redflag,"11.5.3.Backup and Recovery. Except as otherwise set forth in a Purchasing Instrument or Service Level Agreement attached hereto as Special Terms and Conditions, Vendor is responsible for maintaining a",?2 Hour RPO,ACCURATE,Aligns with CMDT and Spring '26 docs
1355,#redflag,"11.5.4.Loss of Data. In the event of any Security Breach or any other event that compromises the security, confidentiality, or integrity of Customer Data or the physical, technical, administrative, or",?2 Hour Breach,ACCURATE,Aligns with CMDT and Spring '26 docs
1356,#redflag,"2.22 Criminal History and Background Investigation The Agency reserves the right to perform a criminal history check and background investigation(s) of the Respondent, its officers, directors, shareho",?Background Checks,ACCURATE,Aligns with CMDT and Spring '26 docs
1357,#redflag,"3.1.3.4.Source Code Escrow. 3.1.3.4.1.Escrow Agent. Vendor, Agency, and an escrow agent approved by the Parties (?Escrow Agent?) shall concurrently with execution of this Agreement, enter into a Sourc",?Escrow,ACCURATE,Aligns with CMDT and Spring '26 docs
1359,#redflag,"6.3.4 Performance Security The Contract may require the Respondent to provide security for performance [e.g. performance bond, escrow, letter of credit, liquidated damages]. If so, Agency shall retain",?Liquidated Damages,ACCURATE,Aligns with CMDT and Spring '26 docs
1361,#yellowflag,Vendor shall conduct background checks in compliance with IRS Publication 1075 on all Vendor Personnel. Vendor shall provide the Agency with these background check results in a mutually agreeable form,?We don't share these detailed results with customers / background checks. ,ACCURATE,Aligns with CMDT and Spring '26 docs
1362,#redflag,"<ol><li>11.2.3.3. - Security Audit. During the Term, the Agency or its Authorized Contractor(s) may perform security audits/scans of Vendor?s environment, including unannounced penetration and securit",?Unacconced PenTests<li>Customers may not scan internal assets,ACCURATE,Aligns with CMDT and Spring '26 docs
1363,#redflag,<ol><li>11.4.1 - Reporting. Vendor or Vendor Contractors will report to the Agency within two (2) hours of Vendor?s or Vendor Contractor?s discovery of any actual or suspected Security Breach. Such re,?2 Hour Breach Notification,ACCURATE,Aligns with CMDT and Spring '26 docs
1364,#redflag,"<ol><li>11.5.4 - Customer Data, Vendor shall, in addition to any other remedies available pursuant to this Agreement, or otherwise available at law or in equity, to the extent applicable: (a) notify t",?2 Hour RTO / Request for Written Notification would have to be agreed to by CSIRT or Partner. ,ACCURATE,Aligns with CMDT and Spring '26 docs
1365,#redflag,"<ol><li>12.1 - Ancillary Agreements and Non-Disclosure Agreements. Vendor or Vendor Contractors will execute any agreements to address any compliance, legal, confidentiality, or privacy concerns that ",?</ol>Additional Customer Agreements,ACCURATE,Aligns with CMDT and Spring '26 docs
1366,#redflag,"2.2. - Criminal History and Background InvestigationThe Agency reserves the right to perform a criminal history check and background investigation(s) of the Respondent, its officers, directors, shareh",?Background Checks,ACCURATE,Aligns with CMDT and Spring '26 docs
1367,#redflag,"11.1.3 - Federal Information Processing Standards (FIPS) 140-3, Security Requirements for Cryptographic Modules for all Customer Data, unless the Agency approves in writing the storage of Customer Dat",?This is currently not a requirement for FedRAMP HIGH. ,ACCURATE,Aligns with CMDT and Spring '26 docs
1368,#redflag,11.3.1.1 - Floor. Vendor shall conduct background checks in compliance with IRS Publication 1075 on all Vendor Personnel. Vendor shall provide the Agency with these background check results in a mutua,?Background Checks. Salesforce (and personnel) have already met requirements for IRS 1075. ,ACCURATE,Aligns with CMDT and Spring '26 docs
1369,#yellowflag,"11.4.3 -Additional Remedies in the Event of Actual Breach. Upon the Agency?s determination that a Security Breach involving or relating to Customer Data, the Application Services, System(s), or relate",?Note to Partner here with reference to Insurance. ,ACCURATE,Aligns with CMDT and Spring '26 docs
1370,#redflag,11.5.3 - Vendor is responsible for maintaining a backup of Customer Data and shall maintain a contemporaneous backup of Customer Data that may be recovered within two (2) hours at any point in time. ,?2 Hour RTO,ACCURATE,Aligns with CMDT and Spring '26 docs
1371,#redflag,3.1.3.3 - CIO Agreement - Source Code. Vendor acknowledges and agrees that it or Vendor Contractors shall deliver and provide to the Agency all Source Code related to any Customer-Owned Deliverables a,?Code Escrow,ACCURATE,Aligns with CMDT and Spring '26 docs
1372,#redflag,"3.2.1 - 99.9% during Critical Hours, excluding Scheduled Downtime; and ",?3 9s,ACCURATE,Aligns with CMDT and Spring '26 docs
1374,#redflag,"7.6.5 - CIO Agreement - Applicable provisions of Section 508 of the Rehabilitation Act of 1973, as amended, including Web Content Accessibility Guidelines (WCAG) 2.1, including any amendments thereto ",?508,ACCURATE,Aligns with CMDT and Spring '26 docs
1375,#redflag,"<ol><li>Production Disaster Recovery RTO &amp; RPO<ol><li>In the event of a Disaster, the Contractor shall meet the Recovery Time Objective (RTO) of two (2) hours and the Recovery Point Objective (RPO",?</ol></ol>2 Hour RTO / 30 Minute RPO,ACCURATE,Aligns with CMDT and Spring '26 docs
1376,#redflag,"2.3.8 Describe how your system handles data of different legal and regulatory information requirements public data, CJIS, FTI, HIPAA, etc) ",?CJIS,ACCURATE,Aligns with CMDT and Spring '26 docs
1377,#redflag,"11.1.2. All Customer Data shall be encrypted at rest and in transit with controlled access and the Application Services, System(s), and any related Deliverables shall use TLS 1.2 or higher. Unless oth",?We have currently not implemented nor are we required to implement FIPS 140-3 to meet FedRAMP HIGH requirements. Should respond with current FIPS 140-2 language. ,ACCURATE,Aligns with CMDT and Spring '26 docs
1378,#redflag,"11.2.3.3. Security Audit. During the Term, the Agency or its Authorized Contractor(s) may perform security audits/scans of Vendor?s environment, including unannounced penetration and security tests. T",?Right to Audit / Right to Performed Unannounced penetration Testing. ,ACCURATE,Aligns with CMDT and Spring '26 docs
1379,#redflag,11.4.1. Reporting. Vendor or Vendor Contractors will report to the Agency within two (2) hours of Vendor?s or Vendor Contractor?s discovery of any actual or suspected Security Breach. Such report must,?2 Hour Breach Notification,ACCURATE,Aligns with CMDT and Spring '26 docs
1380,#redflag,"11.5.3. Backup and Recovery. Except as otherwise set forth in a Purchasing Instrument or Service Level Agreement attached hereto as Special Terms and Conditions, Vendor is responsible for maintaining ",?2 Hour RPO. ,ACCURATE,Aligns with CMDT and Spring '26 docs
1381,#redflag,"2.22 Criminal History and Background Investigation The Agency reserves the right to perform a criminal history check and background investigation(s) of the Respondent, its officers, directors, shareho",?Background Checks,ACCURATE,Aligns with CMDT and Spring '26 docs
1382,#redflag,"4.3.2 Comply with, and enable and facilitate the Agency?s and Customer Agencies? compliance with, applicable accessibility laws, rules, regulations, policies, and standards, including but not limited ",?508,ACCURATE,Aligns with CMDT and Spring '26 docs
1383,#redflag,1.4 - The Agency may conduct security testing anytime and without announcement. An Albert sensor will be attached to the system and monitored by the Center for Internet Security?s (CIS) Multi State In,?Unannounced customer PenTesting / Right to Audit / Customer Network Monitoring Device,ACCURATE,Aligns with CMDT and Spring '26 docs
1385,#redflag,"2.22 - The Agency reserves the right to perform a criminal history check and background investigation(s) of the Respondent, its officers, directors, shareholders, partners and managerial and superviso",?Background Checks,ACCURATE,Aligns with CMDT and Spring '26 docs
1386,#redflag,"4.3.7 Comply with, and enable and facilitate the Agency?s and Customer Agencies? compliance with, applicable accessibility laws, rules, regulations, policies, and standards, including but not limited ",]?508,ACCURATE,Aligns with CMDT and Spring '26 docs
1387,#yellowflag,(p. 18) Contractor agrees to return any or all data furnished by the State promptly at the request of State in whatever form it is maintained by Contractor. On the termination or expiration of this co,"?No detailed stipulation here, but data is sanitized in accordance with the Salesforce Media Handling policy. To the extent that there needs to be a certificate of destruction or destruction of the physical drive, we will be unable to accommodate. Upon request, a confirmation of deletion is an optio",ACCURATE,Aligns with CMDT and Spring '26 docs
1388,#redflag,"(p. 22) Provide a facility to house the Contractor?s staff, and KDHE on-site staff. The main location of this facility which will house the majority of staff including key staff must be in Topeka, KS ",?Is this a state data residency requirement I am interpreting incorrectly or is this for personnel only? ,ACCURATE,Aligns with CMDT and Spring '26 docs
1389,#redflag,. Information/Data Any and all information/data required to be provided at any time during the contract term shall be made available in a format as requested and/or approved by the State. ,?We cannot provide data to the customer in any format of their choosing. ,ACCURATE,Aligns with CMDT and Spring '26 docs
1390,#redflag,"At a minimum, 99.95% scheduled uptime, excluding planned downtime for maintenance ",? 3 9s. ,ACCURATE,Aligns with CMDT and Spring '26 docs
1391,#redflag,Electronic Information Resources Accessibility The Awarded Vendor agrees that the products or services to be provided under this Contract shall comply with applicable state and federal law. This inclu,?508,ACCURATE,Aligns with CMDT and Spring '26 docs
1392,#redflag,Software Escrow Agreement The Awarded Vendor shall maintain copies of the Awarded Vendor-Owned Software System Source Materials in escrow with an independent nationally-recognized technology escrow co,?Code Escrow,ACCURATE,Aligns with CMDT and Spring '26 docs
1393,#redflag,"Task 4: Assess Infrastructure The Awarded Vendor will conduct an infrastructure assessment to determine the hosting location is reliable, secure, and scalable to meet or exceed the expected demands as","?There is some auditing in here. Customer/SI can perform some of these tests on the application side, but an ad hoc assessment of the infrastructure can exceed that and become and audit.",ACCURATE,Aligns with CMDT and Spring '26 docs
1394,#redflag,The bidder must provide copies of enterprise security assessments or certification/accreditations performed by independent third-party specialist security firms in the past three (3) years. ,?Assuming this means the latest version in the past three years and not historical assessments going back 3 years. ,ACCURATE,Aligns with CMDT and Spring '26 docs
1395,#redflag,"The bidder will inform KDOL no later than thirty (30) minutes of the loss of any contracted services, including the service(s) disrupted and estimated time of recovery. ",?30 Minute Notification SLA,ACCURATE,Aligns with CMDT and Spring '26 docs
1396,#yellowflag,The system must provide a secure print solution that meets IRS Publication 1075 security requirements to print reports containing FTI. ,?This should be N/A or applicable to whomever is managing the on-premise location. ,ACCURATE,Aligns with CMDT and Spring '26 docs
1397,#yellowflag,"The system must support an average response time for basic transactions, such as insert, update, delete, and queries from a single table in 2 seconds measured at the 90th percentile. ",?Performance SLA,ACCURATE,Aligns with CMDT and Spring '26 docs
1398,#yellowflag,Any and all information/data required to be provided at any time during the contract term shall be made available in a format as requested and/or approved by the State. ,?Rather broad language here that may or may not be acceptable. ,ACCURATE,Aligns with CMDT and Spring '26 docs
1399,#redflag,Provide secure servers which follow the requirements of the FBI ,?CJIS,ACCURATE,Aligns with CMDT and Spring '26 docs
1401,#yellowflag,An SOC 3 audit certification shall be conducted annually and a copy of the results provided to the County both during and prior to the commencement of the Contract. The results of the SOC 3 audit and ,"?We do not provide SOC3 reports anymore, but can provide the more extensive and detailed SOC2 report. ",ACCURATE,Aligns with CMDT and Spring '26 docs
1402,#redflag,"In the event that the SaaS is interrupted, the Data may be accessed and retrieved within two (2) hours at any point in time ",?2 Hour RPO. ,ACCURATE,Aligns with CMDT and Spring '26 docs
1403,#redflag,"The Contractor shall provide access to its facilities, including those of any Subcontractors, to the County, the state and/or federal agencies or officials at all reasonable times in order to monitor ",?Right to Audit,ACCURATE,Aligns with CMDT and Spring '26 docs
