Row,Flag,Question,Answer,Category,Reason
286,#redflag,A04 - RTO - The solution shall be restored to an operational level within 4 hours from the failureThese are in reference to production environment,?- Our standard exception around RTO of12 hours applies here,NEEDS_REVIEW,"Generic ""standard exception"" without specific answer"
287,#redflag,AvailabilityA02 - Service Hours - System shall be available 24 X 7 X 365 basis including planned down time 99.95% of the time (max of 4.38 h per year 21.92 m per month of down time),? Our standard exception around availability applies here,NEEDS_REVIEW,"Generic ""standard exception"" without specific answer"
288,#redflag,Legal Requirements &amp; ComplianceL11 The solution shall comply with latest Web Content Accessibility Guidelines (WCAG).,?- Our standard exception around accessibility applies here,NEEDS_REVIEW,"Generic ""standard exception"" without specific answer"
289,#redflag,"Usability and Human RequirementsUH07 - The solution must meet recognised standards for sight impairment.""http://www.w3.org/TR/WCAG20/"" alt=""http://www.w3.org/TR/WCAG20/"">http://www.w3.org/TR/WCAG20/ht", - Our standard exception around accessibility applies here,NEEDS_REVIEW,"Generic ""standard exception"" without specific answer"
290,#redflag,"NFR003 - AvailabilityThe solution must demonstrate at least 99.99% availability, excluding planned maintenance and downtime.",?our standard exception around availability applies here,NEEDS_REVIEW,"Generic ""standard exception"" without specific answer"
291,#redflag,"NFR005 - RecoverabilityThe solution must demonstrate how it can recover from complete service failure within a Recovery Time Objective (RTO) of one hour, with a Recovery Point Objective (RPO) of no mo",Our standard exception around RPO of 4 hours and RTO of 12 hours applies here.End of review for this document,NEEDS_REVIEW,"Generic ""standard exception"" without specific answer"
293,#redflag,12. Usability &amp; Accessibility - 12.03Comply with the Web Accessibility Standard 1.0 and the Web Usability Standard 1.0., - Our Standard exception around accessibility applies here.,NEEDS_REVIEW,"Generic ""standard exception"" without specific answer"
294,#redflag,1-Availability 1.05The solution must be able to provide 99.95% availability excluding planed outages per year., - Our standard exception around availability applies here,NEEDS_REVIEW,"Generic ""standard exception"" without specific answer"
295,#redflag,2- Reliability &amp; Recoverability - 2.01A Recovery Point Objective (RPO) is the maximum targeted period in which data (transactions) might be lost from an IT service due to a major incident. The sol, - Our standard exception around RPO (4hours) applies here,NEEDS_REVIEW,"Generic ""standard exception"" without specific answer"
297,#redflag,5. Environment &amp; DevOps - 5.01A Government Tenancy must be Private, - Our standard exception around multi-tenant environment applies here,NEEDS_REVIEW,"Generic ""standard exception"" without specific answer"
300,#redflag,"95 Availability - Hours of operationThe system should be available for users 24/7, 365 days per year, with a minimum of 99.9% availability", - Our standard exception around availability applies here,NEEDS_REVIEW,"Generic ""standard exception"" without specific answer"
301,#redflag,ACC-1 - Accessibility standardsCompliant with the WCAG 2.1 ? minimum AA compliance standard (www.w3.org/TR/WCAG21), - Our standard exception around accessibility applies here,NEEDS_REVIEW,"Generic ""standard exception"" without specific answer"
303,#redflag,"Tab - QualityAVA-1 - System availabilityThe Supplier must ensure the required availability of the system excluding scheduled downtimes:? 99.99% availability - 24 hours a day, 7 days a week",our standard exception around availability applies here,NEEDS_REVIEW,"Generic ""standard exception"" without specific answer"
304,#redflag,"Non-Functional Requirements5.2.3 Useability and AccessibilityEase of use and simplicity for all key stakeholders, including accessibility function under EN 301 549.", - Our standard exception around accessibility applies here,NEEDS_REVIEW,"Generic ""standard exception"" without specific answer"
305,#redflag,4.4.3 Disaster recoveryThe future solution shall implement the following Recovery Point Objective (RPO):Maximum targeted period in which data might be lost from the service due to a major incident mus, - Our standard exception around RPO applies here which is 12 hours,NEEDS_REVIEW,"Generic ""standard exception"" without specific answer"
307,#redflag,BRG6 - Accessibility Guidelines: commitment to developing the solution to meet the Web Content Accessibility Guidelines (WCAG 2.1 Level AA), - Our standard exception around accessibility applies here,NEEDS_REVIEW,"Generic ""standard exception"" without specific answer"
308,#redflag,"CICS -MaintainabilityNFR.32 The respondent to conform to a Service Level Agreement (SLA) in prioritising incidents and provide agreed turnaround. For priority 1 incidents, this requires 10 minute resp",Our standard exception around incident response applies here,NEEDS_REVIEW,"Generic ""standard exception"" without specific answer"
313,#redflag,NFR.11 AvailabilityThe solution should meet minimum availability of '99.95%(which is tier 1 within the Bank) '? Scheduled outages are permitted? Maximum allowable downtime per month is '21.90' minutes,?our standard exception around availability and RTO/RPO here,NEEDS_REVIEW,"Generic ""standard exception"" without specific answer"
314,#redflag,NFR.1 AccessibilityThe solution meets WCAG 2.1 level AA for accessibility.,? Our standard exception around accessibility applies here,NEEDS_REVIEW,"Generic ""standard exception"" without specific answer"
325,#redflag,"NFR-13 - AccessibilityThe system is compliant with the South Australian Governments Online Accessibility Policy: ""https://www.accessibility.sa.gov.au/policy/south-australian-government/online-accessib", - Our standard exception aroundaccessibility applies here,NEEDS_REVIEW,"Generic ""standard exception"" without specific answer"
327,#redflag,NFR-44 - ReliabilityThe solution must provide 99.9% uptime, - Our standard exception around availability applies here,NEEDS_REVIEW,"Generic ""standard exception"" without specific answer"
328,#redflag,NFR-45 - ReliabilityThe Recovery Point Objective (RPO) for the solution is documented and agreed with no more than the last 15 minutes (or better) of data may be lost in any system failure., - Our standard exception arounfd RPO of 4 hours applies here,NEEDS_REVIEW,"Generic ""standard exception"" without specific answer"
333,#redflag,NFR1.2 AccessibilityThe product has an Inclusive design to - at a minimum - conform to the latest version of WCAG., - Our Standard exception around accessibility applies here,NEEDS_REVIEW,"Generic ""standard exception"" without specific answer"
334,#redflag,11. Service Level Agreements, - Our standard exception aroundSLA applies here,NEEDS_REVIEW,"Generic ""standard exception"" without specific answer"
337,#redflag,. Security Testing7.12o 7.14 - Ad-hoc Security Review / Audit, - our standard exception around right to audit applies here,NEEDS_REVIEW,"Generic ""standard exception"" without specific answer"
346,#redflag,"5.1 The System shall be required to run continuously for 24 hours a day, 7 days a week, including Saturdays, Sundays and Public Holidays. The System Availability level shall not be less than ninety ni", - Our standard exception around availability applies here,NEEDS_REVIEW,"Generic ""standard exception"" without specific answer"
356,#redflag,8.3 Security Review and Audit8.3.1 to 8.3.2 Right to Audit, - Our standard exception around right to audit applies here,NEEDS_REVIEW,"Generic ""standard exception"" without specific answer"
365,#redflag,12 System Security and Availability12.3 - entire section on WAF, - Our standard exception around WAF applies here,NEEDS_REVIEW,"Generic ""standard exception"" without specific answer"
367,#redflag,19 - System Review and Audit19.8 - Right to Audit, - our standard exception around right to audit applies here,NEEDS_REVIEW,"Generic ""standard exception"" without specific answer"
368,#redflag,20 0- Maliclous Content Management20.2 scanning of files uploaded or downloaded, - Our standard exception around scanning of files applies here. We got a standard response on this,NEEDS_REVIEW,"Generic ""standard exception"" without specific answer"
376,#redflag,#21 What is the availability of the system during business hours?Can we have 99.95% uptime during business hours?, - our standard exception around availability applies here,NEEDS_REVIEW,"Generic ""standard exception"" without specific answer"
377,#redflag,#3.25 The system must have 99.9% uptime., - Our standard exception around availability applies here,NEEDS_REVIEW,"Generic ""standard exception"" without specific answer"
378,#redflag,#36 Can Council request a privacy/security audit to be undertaken?, - our standard exception around right-to-audit applies here,NEEDS_REVIEW,"Generic ""standard exception"" without specific answer"
383,#redflag,"2.9 Availability and RecoveryTR121. - Detail the percentage availability they are able to provide, and pricing for all availability options. e.g. system available 99.99% of the time (DPFEM preferred),",Our standard exception around availability applies here,NEEDS_REVIEW,"Generic ""standard exception"" without specific answer"
387,#redflag,#NFR-10 - Reliability / AvailabilityConfirm if the solution will meet or exceed 98.5% network uptime or higher and what uptime is supported?,Our standard exception around availability applies here for network uptime,NEEDS_REVIEW,"Generic ""standard exception"" without specific answer"
389,#redflag,#NFR-22 - Reliability / Disaster RecoveryDoes the solution support a Recovery Time Objective of 8 hours or less in the event of a disaster?, - Our standard exception around RTO applies here I.e. 12 hours,NEEDS_REVIEW,"Generic ""standard exception"" without specific answer"
390,#redflag,#NFR-11 - Reliability / AvailabilityConfirm if the solution will meet or exceed 98.5%application uptime or higher and what uptime is supported?,Our standard exception around availability applies here for application uptime,NEEDS_REVIEW,"Generic ""standard exception"" without specific answer"
391,#redflag,Availability 7.2.6.1 The solution should achieve availability of 99.99% (SLA exclusions considered), - Our standard exception around availability applies here.,NEEDS_REVIEW,"Generic ""standard exception"" without specific answer"
393,#redflag,Disabilities 7.4.2The solution should adhere to accessibility standard EN 301.549 (includes WCAG2.0),Our standard exception around accessibility applies here,NEEDS_REVIEW,"Generic ""standard exception"" without specific answer"
394,#redflag,"Foundational - FND - Web Content Accessibility - CAP.02.02.3The solution may adhere to web content accessibility guidelines, allowing the solution to be accessible to a wider range of people with disa", - Our standard exception around accessibility applies here,NEEDS_REVIEW,"Generic ""standard exception"" without specific answer"
395,#redflag,Security 7.3.1.3The solution MUST ensure that TMR is notified within 4 hours of any (suspected or confirmed) security breach being identified, - Our standard exception around incident notification applies here.,NEEDS_REVIEW,"Generic ""standard exception"" without specific answer"
397,#redflag,Security 7.3.1.5The solution should provide a Recovery Time Objective (RTO) of=&lt; 10minsThe solution should provide a Recovery Point Objective (RPO) of=&lt; 5mins.(with no data loss other than infli, - Our standard exception around RPO (4hrs) and RTO of 12 hours applies here,NEEDS_REVIEW,"Generic ""standard exception"" without specific answer"
399,#redflag,AccessibilityNFR048 - Content AccessibilityDelivers capabilities to make content accessible in accordance with the Web Content Accessibility Guidelines (WCAG) 2.0 AA. This enables all users to be able,Our standard exception around accessibility applies here,NEEDS_REVIEW,"Generic ""standard exception"" without specific answer"
400,#redflag,"NFR005 - Solution ReliabilityBusiness essential solutions should be available 99% of the time, have a recovery time objective of 90 minutes, and a recovery point objective of 0 minutes (point of failu",Our standard exception around availability and RTO of 12 hoursapplies here,NEEDS_REVIEW,"Generic ""standard exception"" without specific answer"
401,#redflag,PerformanceNFR002 - Response TimeThe solution UI response time of systems with a high transaction volume must be generally less than 3 seconds for 99.99% system uptime.,? our standard exception around performance and availability applies here,NEEDS_REVIEW,"Generic ""standard exception"" without specific answer"
402,#redflag,"Reliability and AvailabilityNFR004 - Solution ReliabilityMission critical solutions should be available 99.99% of the time, have a recovery time objective of 30 minutes, and a recovery point objective",Our standard exception around availability and RTO of 12 hoursapplies here,NEEDS_REVIEW,"Generic ""standard exception"" without specific answer"
404,#redflag,9.3 Service StandardsSS-01 - The solution must be available 24 hours per day and 7 days per week with 99.999% availability.,- Our standard exception around availability applies here,NEEDS_REVIEW,"Generic ""standard exception"" without specific answer"
405,#redflag,NFR 99 - StandardsThe solution must conform to WoVG user accessibility guidelines. The current DJCS standard is AA.,?- Our Standard exception around accessibility applies here.,NEEDS_REVIEW,"Generic ""standard exception"" without specific answer"
406,#redflag,#51 StandardsThe solution must conform to WoVG user accessibility guidelines. The current DJCS standard is AA., - Our standard exception around accessibility applies here,NEEDS_REVIEW,"Generic ""standard exception"" without specific answer"
408,#redflag,AC-1- AccessibilityThe Solution must be able to render W3C WCAG 2.0 accessible websites (Level AA with the ability to provide Level AAA as required).,? Our standard exception around accessibility applies here,NEEDS_REVIEW,"Generic ""standard exception"" without specific answer"
409,#redflag,AC-2 - AccessibilityThe Solution's administrative interface must meet W3C WCAG 2.0 Level A accessibility standards,? Our standard exception around accessibility applies here,NEEDS_REVIEW,"Generic ""standard exception"" without specific answer"
411,#redflag,AV-1 AvailabilityThe Solution proposed must be configured to ensure the following availability:? 99.0% Operating hours are 7x24x365.,our standard exception around availability applies here,NEEDS_REVIEW,"Generic ""standard exception"" without specific answer"
412,#redflag,AV-2 AvailabilityThe Solution?s non-production environment must have a minimum availability of 98%,our standard exception around availability applies here,NEEDS_REVIEW,"Generic ""standard exception"" without specific answer"
421,#redflag,AC-2 - AccessibilityThe solution's administrative interface must meet W3C WCAG 2.0 Level A accessibility standards.,Our standard exception around accessibility applies here,NEEDS_REVIEW,"Generic ""standard exception"" without specific answer"
423,#redflag,AV-1 - AvailabilityThe solution proposed must be configured to ensure the following availability excluding any planned maintenance:- 99.99% Operating hours are 7x24x365., - Our standard exception around availability applies here,NEEDS_REVIEW,"Generic ""standard exception"" without specific answer"
424,#redflag,Non-Functional TabAC-1 - AccessibilityThe solution must be able to render W3C WCAG 2.0 accessible websites (Level AA with the ability to provide Level AAA as required)., - Our standard exception around accessibility applies here,NEEDS_REVIEW,"Generic ""standard exception"" without specific answer"
431,#redflag,Tab 2 - Common Requirements1.02 Accessibility - Be capable of supporting requirements of the Customer's Disability Access and Inclusion Plan (DAIP) and conform to WCAG 2.0 Level A compliance as a mini, - Our standard exception around accessibility applies here,NEEDS_REVIEW,"Generic ""standard exception"" without specific answer"
432,#redflag,Tab 6-DLGSC1.05 - Security Be compliant with World Wide Web Consortium (W3C standard) AA conformance level, - Our standard exception around W3C applies here,NEEDS_REVIEW,"Generic ""standard exception"" without specific answer"
433,#redflag,"Availability - A.AV_R00The solution is architected to achieve 99.5% availability in business/school hours and at least 95% outside business and school hours, excluding agreed scheduled outages.", - Our Standard exception around availability applies here,NEEDS_REVIEW,"Generic ""standard exception"" without specific answer"
434,#redflag,DAPNF_20 Must have disaster recovery and business continuity plans in place.2 - Recovery Time Objective (RTO) and recovery Point Objective (RPO) of the solution is less than 4 hours.,?Our standard exception around RPO of 4 hours and RTO 12 hours,NEEDS_REVIEW,"Generic ""standard exception"" without specific answer"
435,#redflag,DAPNF_4 - AccessibilityMust follow web content accessibility guidelines.2 - Must be compliant with at least WCAG 2.10AA, our standard exception around accessibility applies here,NEEDS_REVIEW,"Generic ""standard exception"" without specific answer"
437,#redflag,Recovery - A.RE_R03Recovery Time Objective (RTO) and Recovery PointObjective (RPO), - Our standard exception around RPO of 4 hrs and RTO if 12 hours applies here,NEEDS_REVIEW,"Generic ""standard exception"" without specific answer"
438,#redflag,UseabilityA.US_R01 - Accessibility standardsAustralian government agencies are required to meet WCAG 2.0 Level AA accessibility standards where there is a broad audience consuming/interactive with the, - Our standard exception around accessibility applies here,NEEDS_REVIEW,"Generic ""standard exception"" without specific answer"
443,#redflag,8. Accessibility8.1 - The online portal should conform to Level A of the Web Content Accessibility Guideline (WCAG) 2.0 for both internal and external users.,?- Our standard exception around accessibility applies here,NEEDS_REVIEW,"Generic ""standard exception"" without specific answer"
445,#redflag,Tab - Suppliers Security ControlsAudits and ReviewS3.27 - Does WA Police Force have the right to audit the supplier's information security arrangements?,- Our standard exception around right to audit applies here,NEEDS_REVIEW,"Generic ""standard exception"" without specific answer"
446,#redflag,E-InfringementEI35 The e-Infringement application shall comply as fully as possible with the W3C Standards for Web Applications on Mobile., - Our Standard exception around accessibility applies here,NEEDS_REVIEW,"Generic ""standard exception"" without specific answer"
449,#redflag,"NFR01 The Solution shall guarantee a PRD availability of 99.99%. Where cloud services cannot guarantee 99.99%, it is the responsibility of the vendor to implement failover, redundancy and availability",Our Standard exception around availability applies here,NEEDS_REVIEW,"Generic ""standard exception"" without specific answer"
450,#redflag,NFU01 The Solution shall meet WCAG standards 2.0., - Our Standard exception around accessibility applies here,NEEDS_REVIEW,"Generic ""standard exception"" without specific answer"
451,#redflag,Non-FunctionalNAV03 - The Respondent shall outline their availability SLA and how they guarantee 99.99% availability., - Our Standard exception around availability applies here,NEEDS_REVIEW,"Generic ""standard exception"" without specific answer"
453,#redflag,"Self Service PortalSS37 - The SSP shall conform with the Web Content Accessibility Guidelines (WCAG) 2.0 (such as colour blindness, screen readers, etc.)Note: Desirable would be conforming to WCAG 2.1", - Our Standard exception around accessibility applies here,NEEDS_REVIEW,"Generic ""standard exception"" without specific answer"
455,#redflag,2.3.3 RELIABILITY REQUIREMENTSThe solution will ensure an up time of 99.99% (365 days a year),Our standard exception around availability applies here,NEEDS_REVIEW,"Generic ""standard exception"" without specific answer"
